Códigos,Item,Local,Célula,Posição,Cod. Localização,Saldo,almoxarifado
240216, MANG A/P SAE,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,6,Central 
219801, CHAVE TRIP. P/MOTOR C/2 BOTÕES 30A CS,AL01,EST,CX,AL01-EST-CX,21,Central 
238430, MOLA DO EST. DE CORR. MS,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,139,Central 
117008, TECNIL TARUGO 60MM (KG),AL01,EST,CH,AL01-EST-CH,"9,56",Central 
274185, PORCA SEXT. INOX ,AL01,EST,B01,AL01-EST-B01,1018,Central 
200220," ESCOVA EM NYLON 0,40 PRETO PP CÓD.05.225.00.000 (Un)",AL02,GALPÃO,,AL02-GALPÃO-,18,Central 
509175, SUPORTE DE BORRACHA 4.1/2 MAX (Un),AL01,AM,AM03,AL01-AM-AM03,9,Central 
33311,,EIXO SIMPLES,A,,--,,Montagem
31243,,EIXO SIMPLES,A,,--,,Montagem
31294,,EIXO SIMPLES,A,,--,,Montagem
31245,,EIXO SIMPLES,A,,--,,Montagem
31248,,EIXO SIMPLES,A,,--,,Montagem
33295,,EIXO SIMPLES,A,,--,,Montagem
25847,,EIXO SIMPLES,B,,--,,Montagem
33293,,EIXO SIMPLES,B,,--,,Montagem
475087,,EIXO SIMPLES,B,,--,,Montagem
33303,,EIXO SIMPLES,B,,--,,Montagem
33296,,EIXO SIMPLES,B,,--,,Montagem
434656,,EIXO SIMPLES,C,,--,,Montagem
25841,,EIXO SIMPLES,C,,--,,Montagem
25655,,EIXO SIMPLES,C,,--,,Montagem
417294,,EIXO SIMPLES,C,,--,,Montagem
25844,,EIXO SIMPLES,D,,--,,Montagem
25846,,EIXO SIMPLES,D,,--,,Montagem
476936,,EIXO SIMPLES,D,,--,,Montagem
405980,,EIXO SIMPLES,D,,--,,Montagem
480976,,EIXO SIMPLES,D,,--,,Montagem
33302,,EIXO SIMPLES,E,,--,,Montagem
466797,,EIXO SIMPLES,E,,--,,Montagem
432880,,EIXO SIMPLES,E,,--,,Montagem
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
,,,,,--,,
