Códigos,Item,Local,Célula,Posição,Cod. Localização,Saldo,almoxarifado
645008,MACHO OSG 5/16 UNF 100B DIN351 (Un),AL01,GAV,GT06,AL01-GAV-GT06,3,Central 
645016,MACHO 5/8 UNF DIN2183-286/2 OX (Un),AL01,GAV,GT06,AL01-GAV-GT06,2,Central 
645724,MACHO 1/8 UNC JOGO (Un),AL01,GAV,GT06,AL01-GAV-GT06,4,Central 
647495,SERRA P/ TICO TICO (Un),AL01,GAV,GT10,AL01-GAV-GT10,1,Central 
646404,LAMINA DE SERRA 1    X 12 (Un),AL01,GAV,GT10,AL01-GAV-GT10,4,Central 
646301,LAMINA DE SERRA 1/2  X 12 (Un),AL01,GAV,GT10,AL01-GAV-GT10,0,Central 
504620,SPRAY TINTA (Un),AL01,SL1,A11,AL01-SL1-A11,70,Central 
700401,PANO MULT. USO COM 5 UNID. (Un),AL01,SL1,A13,AL01-SL1-A13,1,Central 
760008,#N/A,AL01,SL1,A13,AL01-SL1-A13,14,Central 
313014,COLA ADESIVA P/ BORRACHA (GAL),AL01,SL1,A13,AL01-SL1-A13,4,Central 
504620,SPRAY TINTA (Un),AL01,SL1,A21,AL01-SL1-A21,70,Central 
507124,OLEO DESENGRIPANTE SPRAY (M1/ WD-40) 500ML (Un),AL01,SL1,A22,AL01-SL1-A22,36,Central 
507119,OLEO DESENGRIPANTE LUB 300ML (Un),AL01,SL1,A22,AL01-SL1-A22,0,Central 
318050,WASH  PRIMER (L),AL01,SL1,A23,AL01-SL1-A23,"31,4",Central 
313233,CATALIZ. P/WASH PRIMER (L),AL01,SL1,A23,AL01-SL1-A23,26,Central 
504620,SPRAY TINTA (Un),AL01,SL1,A31,AL01-SL1-A31,70,Central 
350527,LOCTITE 271 TB. C/ 50 GR. (Un),AL01,SL1,A32,AL01-SL1-A32,5,Central 
599488,ADESIVO INSTANTANEO 20 G (Un),AL01,SL1,A32,AL01-SL1-A32,4,Central 
350253,MASSA POLIESTER SW - 750 GRAMAS (Un),AL01,SL1,A32,AL01-SL1-A32,13,Central 
300022HYP,#N/A,AL01,SL1,A33,AL01-SL1-A33,"153,4",Central 
649914,"DISCO DE LIXA 7""  G-120 (Un)",AL01,SL1,A41,AL01-SL1-A41,259,Central 
300027,LUBRIF ANTI-RESPINGO PASTA 250 LEDAN (Un),AL01,SL1,A42,AL01-SL1-A42,65,Central 
705884,REMOVEDOR RCG S ETAPA 2 (Un),AL01,SL1,A42,AL01-SL1-A42,22,Central 
705901,REVELADOR DCG S2 ETAPA 3 (Un),AL01,SL1,A42,AL01-SL1-A42,17,Central 
705883,PENETRANTE  PCG 53 ETAPA 1 (Un),AL01,SL1,A42,AL01-SL1-A42,20,Central 
300022,LIQUIDO REFRIGERANTE PLASMA HYPERTHERM (HYP028872) (L),AL01,SL1,A43,AL01-SL1-A43,0,Central 
641741,BROCA AR  9/64 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,2,Central 
641601,#N/A,AL01,GAV,G01,AL01-GAV-G01,7,Central 
641406,BROCA AR 13/64 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,17,Central 
641364,BROCA AR 11/64 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,16,Central 
641303,BROCA AR  1/8  HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,11,Central 
641305,BROCA AR  1/8  HAST.CIL.DIN338 LONGA (Un),AL01,GAV,G01,AL01-GAV-G01,7,Central 
641704,BROCA AR  9/32 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,10,Central 
641649,BROCA AR  7/16 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,11,Central 
600360,BROCA ESCALONADA M8 - K6223-8 (Un),AL01,GAV,G01,AL01-GAV-G01,5,Central 
643464,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
641583,BROCA AR  5/16 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,0,Central 
641765,BROCA AR  1/4  HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,7,Central 
641509,BROCA AR  3/16 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,8,Central 
641766,BROCA AR  9.0MM HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,6,Central 
641674,BROCA AR 13/32 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,2,Central 
641340,BROCA AR 11/32 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,17,Central 
641649,BROCA AR  7/16 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,11,Central 
641390,BROCA AR 11/32 LONGA    DIN340 (Un),AL01,GAV,G01,AL01-GAV-G01,6,Central 
641560,BROCA AR  3/8  HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,3,Central 
600094,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
641285,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
641561,BROCA AR  3/8 LONGA HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,5,Central 
641391,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
641443,BROCA AR 17/32 HAST.CIL.DIN338 (Un),AL01,GAV,G01,AL01-GAV-G01,4,Central 
641626,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
641388,BROCA AR  7/16 LONGA    DIN340 (Un),AL01,GAV,G01,AL01-GAV-G01,6,Central 
643117,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
643452,BROCA TOPO 5/16     4 NAVALHAS (Un),AL01,GAV,G01,AL01-GAV-G01,5,Central 
643418,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
643500,#N/A,AL01,GAV,G01,AL01-GAV-G01,0,Central 
643105,BROCA DE CENTRO 3/16X7/16 (Un),AL01,GAV,G01,AL01-GAV-G01,7,Central 
600158,LIMA ROTATIVA TOPO ESFER/CILIN 10MM (Un),AL01,GAV,G01,AL01-GAV-G01,8,Central 
600514,#N/A,AL01,GAV,G01,AL01-GAV-G01,3,Central 
509001,"BROCA DE WIDIA 9/16"" 14MM (Un)",AL01,GAV,G01,AL01-GAV-G01,1,Central 
600517,"ESCARIADOR RETO Ø20 P/ BROCA 8.8MM (11/32"") REF. BA0000000 (Un)",AL01,GAV,G01,AL01-GAV-G01,2,Central 
641395,#N/A,AL01,GAV,G02,AL01-GAV-G02,0,Central 
643294,BROCA CONICA  1/4      DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641996,BROCA CONICA 39/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,7,Central 
641790,BROCA CONICA  5/16     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,0,Central 
641947,"BROCA CONICA 8,5MM   DIN 345 (Un)",AL01,GAV,G02,AL01-GAV-G02,2,Central 
641635,"BROCA CONICA 23,0mm DIN 345 (Un)",AL01,GAV,G02,AL01-GAV-G02,0,Central 
641960,BROCA CONICA 1.1/16   DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641807,BROCA CONICA 1            DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641820,#N/A,AL01,GAV,G02,AL01-GAV-G02,0,Central 
641911,BROCA CONICA  5/8       DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,0,Central 
641740,BROCA CONICA 11/16     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641735,BROCA CONICA 17/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,2,Central 
641698,BROCA CONICA 29/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,3,Central 
641870,BROCA CONICA 33/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641819,BROCA CONICA 21/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641868,BROCA CONICA 15/32     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641730,BROCA CONICA 17/32     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,2,Central 
641832,BROCA CONICA  3/8      DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641753,BROCA CONICA 25/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,0,Central 
641716,BROCA CONICA  1/2      DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641893,BROCA CONICA 27/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,2,Central 
641875,"BROCA CONICA 9,0mm.   DIN 345 (Un)",AL01,GAV,G02,AL01-GAV-G02,2,Central 
641930,BROCA CONICA 55/64     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641777,BROCA CONICA 25/32     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,2,Central 
641616,#N/A,AL01,GAV,G02,AL01-GAV-G02,0,Central 
641972,BROCA CONICA  3/4      DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,2,Central 
641881,BROCA CONICA  9/16     DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
641716,BROCA CONICA  1/2      DIN 345 (Un),AL01,GAV,G02,AL01-GAV-G02,1,Central 
533891MEG,#N/A,AL01,GAV,G03,AL01-GAV-G03,38,Central 
533891HYP,#N/A,AL01,GAV,G03,AL01-GAV-G03,64,Central 
533883HYP,#N/A,AL01,GAV,G03,AL01-GAV-G03,30,Central 
534144HYP,#N/A,AL01,GAV,G03,AL01-GAV-G03,77,Central 
533892MEG,#N/A,AL01,GAV,G03,AL01-GAV-G03,40,Central 
533892HYP,#N/A,AL01,GAV,G03,AL01-GAV-G03,65,Central 
533884HYP,#N/A,AL01,GAV,G04,AL01-GAV-G04,74,Central 
534050HYP,#N/A,AL01,GAV,G04,AL01-GAV-G04,80,Central 
533885MEG,#N/A,AL01,GAV,G04,AL01-GAV-G04,6,Central 
533885HYP,#N/A,AL01,GAV,G04,AL01-GAV-G04,19,Central 
533890HYP,#N/A,AL01,GAV,G04,AL01-GAV-G04,9,Central 
533880HYP,#N/A,AL01,GAV,G04,AL01-GAV-G04,5,Central 
533886MEG,#N/A,AL01,GAV,G04,AL01-GAV-G04,7,Central 
533886HYP,#N/A,AL01,GAV,G04,AL01-GAV-G04,6,Central 
533888MEG,#N/A,AL01,GAV,G04,AL01-GAV-G04,10,Central 
533888HYP,,AL01,GAV,G05,AL01-GAV-G05,13,Central 
533881HYP,,AL01,GAV,G06,AL01-GAV-G06,8,Central 
534116HYP,,AL01,GAV,G07,AL01-GAV-G07,3,Central 
534231HYP,,AL01,GAV,G08,AL01-GAV-G08,17,Central 
534091HYP,,AL01,GAV,G09,AL01-GAV-G09,4,Central 
534433,BICO SIMPLES 1.00 RAYTOOLS CÓD WELLE 8646 (Un),AL01,GAV,G05,AL01-GAV-G05,17,Central 
534434,BICO SIMPLES 1.50 RAYTOOLS CÓD WELLE 8659 (Un),AL01,GAV,G05,AL01-GAV-G05,20,Central 
534460,BICO DUPLO 3.0MM ROYTOOLS CÓD WELLE 8655 (Un),AL01,GAV,G05,AL01-GAV-G05,20,Central 
534438,JANELA DE PROTEÇÃO INFERIOR ROYTOOLS CÓD WELLE 8657 (Un),AL01,GAV,G05,AL01-GAV-G05,21,Central 
534447,BICO SIMPLES 1.20 RAYTOOLS CÓD WELLE 8645 (Un),AL01,GAV,G05,AL01-GAV-G05,17,Central 
534459,BICO DUPLO 2.5MM ROYTOOLS CÓD WELLE 8654 (Un),AL01,GAV,G05,AL01-GAV-G05,20,Central 
534461,BICO DUPLO 3.5MM ROYTOOLS CÓD WELLE 9286 (Un),AL01,GAV,G05,AL01-GAV-G05,9,Central 
534448,JANELA DE PROTEÇÃO SUPERIOR ROYTOOLS CÓD WELLE 8658 (Un),AL01,GAV,G05,AL01-GAV-G05,26,Central 
533653,BOCAL CONICO 1.6MM CÓD. ME516 (Un),AL01,GAV,G06,#REF!,60,Central 
533053,PORTA BOCAL M08 CÓD.MB406 (Un),AL01,GAV,G06,AL01-GAV-G06,200,Central 
533396,"BICO CONT. 1,2MM M8 CÓD. MA063 (Un)",AL01,GAV,G06,AL01-GAV-G06,20,Central 
533046,"GUIA ESPIRAL 1,2MM 5,5M CÓD.MP805 (Un)",AL01,GAV,G08,AL01-GAV-G08,5,Central 
533204,"GUIA ESPIRAL ACO 1,2MM 3.5M CÓD.MP803 (Un)",AL01,GAV,G08,AL01-GAV-G08,17,Central 
533045,"GUIA ESPIRAL 1,2MM 4,5M CÓD.MP804 (Un)",AL01,GAV,G08,AL01-GAV-G08,21,Central 
292448,GAX MOLYTH REF 37503250    MAI (Un),AL01,EST,A02,AL01-EST-A02,0,Central 
292048,#N/A,AL01,EST,A02,AL01-EST-A02,300,Central 
292291,GAX MOLYTH REF 25002000375 (Un),AL01,EST,A02,AL01-EST-A02,0,Central 
292292,GAXETA MOLYTHANE POLYPAK TIPO B 25002375-375 B (Un),AL01,EST,A02,AL01-EST-A02,350,Central 
210019,ANEL GUIA MOLYGARD 6W2-2612-500 (Un),AL01,EST,A03,AL01-EST-A03,0,Central 
210013,ANEL GUIA MOLYGARD W2-2250-500 (REF. PARKER) (Un),AL01,EST,A03,AL01-EST-A03,300,Central 
210161,ANEL RASPADOR D-2375 (Un),AL01,EST,A03,AL01-EST-A03,100,Central 
210160,ANEL RASPADOR     REF D-2000 (Un),AL01,EST,A03,AL01-EST-A03,300,Central 
210026,ANEL O'RING 2-045 (Un),AL01,EST,A03,AL01-EST-A03,400,Central 
210027,ANEL O'RING 2-026 (Un),AL01,EST,A03,AL01-EST-A03,300,Central 
210028,ANEL O'RING 2-029 (Un),AL01,EST,A03,AL01-EST-A03,200,Central 
210029,ANEL O'RING 2-047 (Un),AL01,EST,A03,AL01-EST-A03,250,Central 
210011,ANEL O'RING 2-244 (Un),AL01,EST,A03,AL01-EST-A03,350,Central 
210158,ANEL O-RING 2-342 (Un),AL01,EST,A03,AL01-EST-A03,150,Central 
274964,"PORCA SEXTAVADA G5 1.1/2"" UNF (Un)",AL01,EST,A04,AL01-EST-A04,330,Central 
745005,,AL01,SL2,A01,AL01-SL2-A01,0,Central 
700400,BOBINA DE PAPEL 57 X 300 TERMICA 55G NEUTRA AMARELA (Un),AL01,SL2,A02,AL01-SL2-A02,25,Central 
700295, QUADRO DE AVISO ACRILICO A4 CRISTAL 23 X 31 WALEU (Un),AL01,SL2,A03,AL01-SL2-A03,50,Central 
700058,PRANCHETA EUCATEX (Un),AL01,SL2,A03,AL01-SL2-A03,1,Central 
702098,"PLASTICO P/ PLASTIFICADORA A4 220 X 307 X 0,05 MM C/ 100 UN (Un)",AL01,SL2,A05,AL01-SL2-A05,4,Central 
712360,CADERNO COMUM (Un),AL01,SL2,A05,AL01-SL2-A05,1,Central 
716032,"PAPEL A4 ETIQUETA A4375 C/ 100FL 32,83MM X 104,5MM (Un)",AL01,SL2,A05,AL01-SL2-A05,1,Central 
716030,PAPEL OFICIO A-4 C/ 500 FOLHAS (Un),AL01,SL2,A06,AL01-SL2-A06,40,Central 
708021,PASTA SUSPENSA (Un),AL01,SL2,B01,AL01-SL2-B01,1,Central 
708011,PASTA  SAFONADA DUPLICATA COM 31 DIVISORIAS POLIBRAS (Un),AL01,SL2,B01,AL01-SL2-B01,0,Central 
497872,FITA ADESIVA USO GERAL 3M C/ 100 MTS (Un),AL01,SL2,B02,AL01-SL2-B02,49,Central 
701935,MARCADOR ESFEROGRÁFICO DE 2mm. (Un),AL01,SL2,B03,AL01-SL2-B03,54,Central 
708006,CX GIZ BRANCO C/ 64 UNIDS (Un),AL01,SL2,B03,AL01-SL2-B03,12,Central 
701018,ESPONJA DUPLA FACE 60X1 (Un),AL01,SL2,B03,AL01-SL2-B03,67,Central 
704011,CAFÉ P/ COPA (Un),AL01,SL2,B04,AL01-SL2-B04,48,Central 
704010,AÇÚCAR P/ COPA (KG),AL01,SL2,B05,AL01-SL2-B05,68,Central 
704012,ADOÇANTE LIQUIDO 100ML (Un),AL01,SL2,B05,AL01-SL2-B05,8,Central 
350151,COLA BRANCA (L),AL01,SL2,B06,AL01-SL2-B06,19,Central 
533107,"ALICATE UNIVERSAL 8"" 8280 IOX (Un)",AL01,SL2,C01,AL01-SL2-C01,3,Central 
701125,,AL01,SL2,C02,AL01-SL2-C02,0,Central 
313209,FITA CREPE 48x50 P/PINTURA (Un),AL01,SL2,C02,AL01-SL2-C02,16,Central 
712115,CX CLIPS No. 1/0 C/ 100 UNIDS (Un),AL01,SL2,C03,AL01-SL2-C03,2,Central 
712103,,AL01,SL2,C03,AL01-SL2-C03,0,Central 
712020,CX CLIPS No. 3/0 C/ 50 UNIDS (Un),AL01,SL2,C03,AL01-SL2-C03,1,Central 
712000,CX CLIPS No. 4/0 C/ 50 UNIDS (Un),AL01,SL2,C03,AL01-SL2-C03,4,Central 
712049,EXTRATOR DE GRAMPOS (Un),AL01,SL2,C03,AL01-SL2-C03,3,Central 
700017,GRAMPEADOR GENMES 5777 (Un),AL01,SL2,C03,AL01-SL2-C03,6,Central 
717095,PINCEL ATOMICO (Un),AL01,SL2,C03,AL01-SL2-C03,4,Central 
712048,CX GRAMPO 26/6 C/5000 (Un),AL01,SL2,C03,AL01-SL2-C03,10,Central 
700091,CANETA OFFICE PEN 2.0 (Un),AL01,SL2,C03,AL01-SL2-C03,0,Central 
717096,PINCEL PILOTO QUADRO BRANCO (Un),AL01,SL2,C03,AL01-SL2-C03,48,Central 
712322,CANETA ESCRITA GROSSA (Un),AL01,SL2,C04,AL01-SL2-C04,137,Central 
709041,BLOCO NOTEFIX 38 X 50 C/ 100FLS C/ 4UNDS (Un),AL01,SL2,C04,AL01-SL2-C04,5,Central 
712309,CANETA MARCA TEXTO (Un),AL01,SL2,C04,AL01-SL2-C04,43,Central 
712073,CX LIGA ELASTICA N° 18 C/ 55 UNIDS (Un),AL01,SL2,C04,AL01-SL2-C04,2,Central 
712024,CORRETIVO (Un),AL01,SL2,C04,AL01-SL2-C04,2,Central 
700386,TESOURA 21CM (Un),AL01,SL2,C04,AL01-SL2-C04,3,Central 
717098,APAGADOR QUADRO BRANCO (Un),AL01,SL2,C04,AL01-SL2-C04,3,Central 
700477,,AL01,SL2,C05,AL01-SL2-C05,0,Central 
700025,MOUSE USB (Un),AL01,SL2,C05,AL01-SL2-C05,5,Central 
700138,CALCULADORA 12 DIG. DE MESA (Un),AL01,SL2,C05,AL01-SL2-C05,3,Central 
600588,LANTERNA RECARREGAVEL SUPER LED (Un),AL01,SL2,CH,AL01-SL2-CH,12,Central 
717101,COPO PLÁSTICO DE 200ML. (Un),AL01,SL2,CH,AL01-SL2-CH,7400,Central 
700296,"QUADRO BRANCO ALUM. 1,20 X 0,90 (Un)",AL01,SL2,CH,AL01-SL2-CH,12,Central 
700262,QUADRO FLANELOGRAFO (Un),AL01,SL2,CH,AL01-SL2-CH,6,Central 
712085,CAIXA P/ ARQUIVO MORTO (Un),AL01,SL2,CH,AL01-SL2-CH,4,Central 
700018,ALMOFADA PILOTO Nº3 AZUL (Un),AL01,SL2,CX,AL01-SL2-CX,5,Central 
700014,APONTADOR C/ 1FURO PLASTICO (Un),AL01,SL2,CX,AL01-SL2-CX,3,Central 
700445,REGUA 30CM TRANSPARANTE (Un),AL01,SL2,CX,AL01-SL2-CX,6,Central 
700009,LAPIS Nº2 (Un),AL01,SL2,CX,AL01-SL2-CX,8,Central 
700443,ALFINETE MAPA REDONDO C/ 50 UND JOCAR (CX),AL01,SL2,CX,AL01-SL2-CX,6,Central 
201294,"VÁLVULA CEBOLA 4"" FUNDO DE POÇO - VPC4 (Un)",AL01,EST,JP01,AL01-EST-JP01,8,Central 
213609,"ABRACADEIRA MSA 117/129 5"" (Un)",AL01,EST,JP01,AL01-EST-JP01,20,Central 
222109,FILTRO DE PRESSAO PLF PARA 60 LITROS 10um (Un),AL01,EST,JP01,AL01-EST-JP01,4,Central 
240238,"MANG OLEO FLEX 4"" (M)",AL01,EST,JP01,AL01-EST-JP01,"0,05",Central 
213604,"ABRACADEIRA P/ MANGOTE MS 105/117MM 4"" (Un)",AL01,EST,JP01,AL01-EST-JP01,41,Central 
213605,"ABRACADEIRA P/ MANGOTE 79/87 MM 3"" (Un)",AL01,EST,JP01,AL01-EST-JP01,32,Central 
209908,ADAPTADOR ESCAMAxROSCA 2x2 020010006 (Un),AL01,EST,JP02,AL01-EST-JP02,16,Central 
209909,"ASPERSOR ESG. TIPO BICO DE PATO 2"" - AEBP2 (Un)",AL01,EST,JP02,AL01-EST-JP02,6,Central 
292025,"CURVA GALV. MACHO X FÊMEA 90º 2"" (Un)",AL01,EST,JP02,AL01-EST-JP02,16,Central 
288210,#N/A,AL01,EST,JP02,AL01-EST-JP02,0,Central 
236209,MANCAL APOIO P207 (Un),AL01,EST,JP02,AL01-EST-JP02,14,Central 
234697,"ANEL SMS 4"" C/ RESSALTO - NBR (Un)",AL01,EST,JP02,AL01-EST-JP02,19,Central 
292968,"VALVULA DE ALIVIO C/ DISCO MET 2"" (Un)",AL01,EST,JP02,AL01-EST-JP02,11,Central 
256978,"REGISTRO ESFERA 3/4"" (Un)",AL01,EST,JP02,AL01-EST-JP02,14,Central 
222198,AMORTECEDOR MOLA A GÁS SIMPLES AÇÃO 175KG (Un),AL01,EST,JP03,AL01-EST-JP03,153,Central 
298338,"CURVA 90º SCH-40 2"" (EXT 60,3MM X 3,9MM ESP) (Un)",AL01,EST,JP03,AL01-EST-JP03,43,Central 
298337,"CURVA 45º SCH-40 3.1/2"" (EXT 101,6MM X 5,7MM ESP) (Un)",AL01,EST,JP03,AL01-EST-JP03,26,Central 
298336,"CURVA 90º SCH-40 3.1/2"" (EXT 101,6MM X 5,7MM ESP) (Un)",AL01,EST,JP03,AL01-EST-JP03,48,Central 
292096,#N/A,AL01,EST,JP03,AL01-EST-JP03,0,Central 
292097,#N/A,AL01,EST,JP03,AL01-EST-JP03,0,Central 
210658,"VÁLVULA ESFERA TRIPARTIDA RED. BSP 2.1/2"" (Un)",AL01,EST,JP03,AL01-EST-JP03,0,Central 
210659,"VÁLVULA ESFERA MONOBLOCO BSP 3"" (Un)",AL01,EST,JP03,AL01-EST-JP03,5,Central 
200242,"VALVULA ESFERICA MONOBLOCO 2"" BSP (Un)",AL01,EST,JP03,AL01-EST-JP03,6,Central 
213609,"ABRACADEIRA MSA 117/129 5"" (Un)",AL01,EST,JP03,AL01-EST-JP03,20,Central 
222105,VALVULA CONTRA BALANCO DUPLA- ATE 60 LITROS ATE 350 BAR ROSCAS 3/4 UNF (Un),AL01,EST,JP04,AL01-EST-JP04,29,Central 
222193,FIXADOR TENSOR KF943 DTR (Un),AL01,EST,JP04,AL01-EST-JP04,37,Central 
200409,GUIA UHMW EST. MÓVEL 6 X 40 X 3000MM - MÁQ. P/ COLHEITA - PILOTO (Un),AL01,EST,CH,AL01-EST-CH,117,Central 
240235,"MANG DE SUCÇÃO AZUL 2"" (M)",AL01,EST,CH,AL01-EST-CH,"157,04",Central 
246923,TRIANGULO REFLETIVO D (Un),AL01,EST,PJ5,AL01-EST-PJ5,206,Central 
246924,TRIANGULO REFLETIVO E (Un),AL01,EST,PJ5,AL01-EST-PJ5,206,Central 
284854,RETENTOR REF 01602 BAG (Un),AL01,EST,PJ6,AL01-EST-PJ6,37,Central 
236206,MANCAL DE APOIO TIPO P205 C/ ROLAMENTO 25MM (Un),AL01,EST,PJ6,AL01-EST-PJ6,20,Central 
236214,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,6,Central 
210009,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
210015,ANEL O'RING 2-226 (Un),AL01,EST,PJ6,AL01-EST-PJ6,50,Central 
210159,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
210030,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
222143,CHICOTE PLUG DEUTSCH (Un),AL01,EST,PJ6,AL01-EST-PJ6,34,Central 
257358,"PARAF ALLEN S/CAB 3/8 X 2"" UNC (Un)",AL01,EST,PJ6,AL01-EST-PJ6,16,Central 
504893,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
210024,ANEL O'RING 2-239 (Un),AL01,EST,PJ6,AL01-EST-PJ6,21,Central 
501261,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
210158,ANEL O-RING 2-342 (Un),AL01,EST,PJ6,AL01-EST-PJ6,150,Central 
222327,PINO ELÁSTICO 6 X 50 (DIN 1481) (Un),AL01,EST,PJ6,AL01-EST-PJ6,163,Central 
258271,PARAF SEX   3/8 X 1.1/2    UNC (Un),AL01,EST,PJ6,AL01-EST-PJ6,296,Central 
504585,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
260666,PARAF SEX   1/2 X 1.3/4 UNC ZB (Un),AL01,EST,PJ6,AL01-EST-PJ6,2,Central 
288204,ROLAMENTO REF 6004-2RS 1º LINHA (Un),AL01,EST,PJ6,AL01-EST-PJ6,36,Central 
288209,ROLAMENTO REF 6011 1º LINHA (Un),AL01,EST,PJ6,AL01-EST-PJ6,4,Central 
26878,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
288210,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,0,Central 
288198,#N/A,AL01,EST,PJ6,AL01-EST-PJ6,20,Central 
257121,"PARAF. MAQ. FENDA. 5/16"" X 1"" CAB. CHATA (Un)",AL01,EST,PJ7,AL01-EST-PJ7,100,Central 
222327,PINO ELÁSTICO 6 X 50 (DIN 1481) (Un),AL01,EST,PJ7,AL01-EST-PJ7,163,Central 
257519,PARAFUSO ALLEN C/C MA 6 X 25 8.8 (Un),AL01,EST,PJ7,AL01-EST-PJ7,98,Central 
258053,PARAF SEX   1/4 X 1/2    UNC (Un),AL01,EST,PJ7,AL01-EST-PJ7,471,Central 
260265,PARAF SEX   1/2 X 1.1/4 8.8UNC ZB (Un),AL01,EST,PJ7,AL01-EST-PJ7,274,Central 
257643,"PARAF ALLEN 1/4 X 1"" NC C/CAB. (Un)",AL01,EST,PJ7,AL01-EST-PJ7,102,Central 
255037,#N/A,AL01,EST,PJ7,AL01-EST-PJ7,0,Central 
200405,#N/A,AL01,EST,PJ7,AL01-EST-PJ7,42,Central 
229158,#N/A,AL01,EST,PJ7,AL01-EST-PJ7,0,Central 
260940,PARAF SEX   1 X 7        UNC (Un),AL01,EST,PJ7,AL01-EST-PJ7,16,Central 
258182,PARAF SEX   1 X 4   UNC (Un),AL01,EST,PJ7,AL01-EST-PJ7,24,Central 
260461,PARAF SEX   3/8 X 2.3/4  UNC (Un),AL01,EST,PJ7,AL01-EST-PJ7,16,Central 
260113,PARAF SEX   1/2 X 1   UNC  ZB (Un),AL01,EST,PJ7,AL01-EST-PJ7,50,Central 
260666,PARAF SEX   1/2 X 1.3/4 UNC ZB (Un),AL01,EST,PJ7,AL01-EST-PJ7,2,Central 
259299,PARAF P/ARADO TIPO A3 1/2 X 1.1/2 ZB (Un),AL01,EST,PJ7,AL01-EST-PJ7,57,Central 
257647,"PARAF ALLEN 1/4 X 1.1/2"" 12.9 NC C/CAB. (Un)",AL01,EST,PJ7,AL01-EST-PJ7,12,Central 
258271,PARAF SEX   3/8 X 1.1/2    UNC (Un),AL01,EST,PJ7,AL01-EST-PJ7,296,Central 
258829,PARAF SEX   1/4 X 3/4    UNF (Un),AL01,EST,PJ7,AL01-EST-PJ7,24,Central 
